path,datetime,size_MB
2025-06-02/1330.tar,2025-06-02 13:30,4412.37
2025-06-02/1340.tar,2025-06-02 13:40,4516.93
2025-06-02/1350.tar,2025-06-02 13:50,4672.08
2025-06-02/1400.tar,2025-06-02 14:00,3647.56
2025-06-02/1410.tar,2025-06-02 14:10,3858.87
2025-06-02/1420.tar,2025-06-02 14:20,3843.3
2025-06-02/1430.tar,2025-06-02 14:30,3930.13
2025-06-02/1440.tar,2025-06-02 14:40,3789.76
2025-06-02/1450.tar,2025-06-02 14:50,4465.88
2025-06-02/1500.tar,2025-06-02 15:00,5957.86
2025-06-02/1510.tar,2025-06-02 15:10,6369.54
2025-06-02/1520.tar,2025-06-02 15:20,5760.84
2025-06-02/1530.tar,2025-06-02 15:30,3567.45
2025-06-02/1540.tar,2025-06-02 15:40,3293.34
2025-06-02/1550.tar,2025-06-02 15:50,3759.79
2025-06-02/1600.tar,2025-06-02 16:00,3598.9
2025-06-02/1610.tar,2025-06-02 16:10,3489.39
2025-06-02/1620.tar,2025-06-02 16:20,3349.18
2025-06-02/1630.tar,2025-06-02 16:30,3422.28
2025-06-02/1640.tar,2025-06-02 16:40,3979.39
2025-06-02/1650.tar,2025-06-02 16:50,4416.27
2025-06-02/1700.tar,2025-06-02 17:00,4436.85
2025-06-02/1710.tar,2025-06-02 17:10,4335.37
2025-06-02/1720.tar,2025-06-02 17:20,4437.84
2025-06-02/1730.tar,2025-06-02 17:30,5836.61
2025-06-02/1740.tar,2025-06-02 17:40,6847.15
2025-06-02/1750.tar,2025-06-02 17:50,4379.89
2025-06-02/1800.tar,2025-06-02 18:00,4982.76
2025-06-02/1810.tar,2025-06-02 18:10,4419.31
2025-06-02/1820.tar,2025-06-02 18:20,3932.3
2025-06-02/1830.tar,2025-06-02 18:30,4363.69
2025-06-02/1840.tar,2025-06-02 18:40,5681.0
2025-06-02/1850.tar,2025-06-02 18:50,6879.88
2025-06-02/1900.tar,2025-06-02 19:00,7113.41
2025-06-02/1910.tar,2025-06-02 19:10,5503.35
2025-06-02/1920.tar,2025-06-02 19:20,6298.36
2025-06-02/1930.tar,2025-06-02 19:30,5900.92
2025-06-02/1940.tar,2025-06-02 19:40,5243.42
2025-06-02/1950.tar,2025-06-02 19:50,5281.26
2025-06-02/2000.tar,2025-06-02 20:00,6600.21
2025-06-02/2010.tar,2025-06-02 20:10,6889.29
2025-06-02/2020.tar,2025-06-02 20:20,7410.67
2025-06-02/2030.tar,2025-06-02 20:30,6328.95
2025-06-02/2040.tar,2025-06-02 20:40,7112.62
2025-06-02/2050.tar,2025-06-02 20:50,6805.68
2025-06-02/2100.tar,2025-06-02 21:00,7457.38
2025-06-02/2110.tar,2025-06-02 21:10,6866.18
2025-06-02/2120.tar,2025-06-02 21:20,6096.1
2025-06-02/2130.tar,2025-06-02 21:30,5461.13
2025-06-02/2140.tar,2025-06-02 21:40,6628.96
2025-06-02/2150.tar,2025-06-02 21:50,6597.2
2025-06-02/2200.tar,2025-06-02 22:00,5220.3
2025-06-02/2210.tar,2025-06-02 22:10,4900.55
2025-06-02/2220.tar,2025-06-02 22:20,5080.37
2025-06-02/2230.tar,2025-06-02 22:30,4958.98
2025-06-02/2240.tar,2025-06-02 22:40,5304.61
2025-06-02/2250.tar,2025-06-02 22:50,4804.1
2025-06-02/2300.tar,2025-06-02 23:00,4997.95
2025-06-02/2310.tar,2025-06-02 23:10,5668.77
2025-06-02/2320.tar,2025-06-02 23:20,6525.54
2025-06-02/2330.tar,2025-06-02 23:30,6399.36
2025-06-02/2340.tar,2025-06-02 23:40,5051.96
2025-06-02/2350.tar,2025-06-02 23:50,4290.44
2025-06-03/0000.tar,2025-06-03 00:00,3809.1
2025-06-03/0010.tar,2025-06-03 00:10,3100.44
2025-06-03/0020.tar,2025-06-03 00:20,2684.63
2025-06-03/0030.tar,2025-06-03 00:30,2233.44
2025-06-03/0040.tar,2025-06-03 00:40,1681.77
2025-06-03/0050.tar,2025-06-03 00:50,1599.64
2025-06-03/0100.tar,2025-06-03 01:00,1725.4
2025-06-03/0110.tar,2025-06-03 01:10,1881.63
2025-06-03/0120.tar,2025-06-03 01:20,1402.44
2025-06-03/0130.tar,2025-06-03 01:30,1574.47
2025-06-03/0140.tar,2025-06-03 01:40,1704.57
2025-06-03/0150.tar,2025-06-03 01:50,4695.23
2025-06-03/0200.tar,2025-06-03 02:00,4721.05
2025-06-03/0210.tar,2025-06-03 02:10,5443.12
2025-06-03/0220.tar,2025-06-03 02:20,4032.58
2025-06-03/0230.tar,2025-06-03 02:30,1711.49
2025-06-03/0240.tar,2025-06-03 02:40,1341.75
2025-06-03/0250.tar,2025-06-03 02:50,4728.63
2025-06-03/0300.tar,2025-06-03 03:00,2138.95
2025-06-03/0310.tar,2025-06-03 03:10,1463.59
2025-06-03/0320.tar,2025-06-03 03:20,1374.98
2025-06-03/0330.tar,2025-06-03 03:30,1346.31
2025-06-03/0340.tar,2025-06-03 03:40,1311.26
2025-06-03/0350.tar,2025-06-03 03:50,4506.22
2025-06-03/0400.tar,2025-06-03 04:00,1305.54
2025-06-03/0410.tar,2025-06-03 04:10,1248.36
2025-06-03/0420.tar,2025-06-03 04:20,1228.56
2025-06-03/0430.tar,2025-06-03 04:30,1454.6
2025-06-03/0440.tar,2025-06-03 04:40,1319.35
2025-06-03/0450.tar,2025-06-03 04:50,944.22
2025-06-03/0500.tar,2025-06-03 05:00,954.92
2025-06-03/0510.tar,2025-06-03 05:10,2537.99
2025-06-03/0520.tar,2025-06-03 05:20,1570.93
2025-06-03/0530.tar,2025-06-03 05:30,1310.08
2025-06-03/0540.tar,2025-06-03 05:40,4018.58
2025-06-03/0550.tar,2025-06-03 05:50,1027.89
2025-06-03/0600.tar,2025-06-03 06:00,904.57
2025-06-03/0610.tar,2025-06-03 06:10,791.34
2025-06-03/0620.tar,2025-06-03 06:20,814.65
2025-06-03/0630.tar,2025-06-03 06:30,1026.38
2025-06-03/0640.tar,2025-06-03 06:40,1492.5
2025-06-03/0650.tar,2025-06-03 06:50,3251.4
2025-06-03/0700.tar,2025-06-03 07:00,4282.41
2025-06-03/0710.tar,2025-06-03 07:10,5195.0
2025-06-03/0720.tar,2025-06-03 07:20,6121.07
2025-06-03/0730.tar,2025-06-03 07:30,5096.6
2025-06-03/0740.tar,2025-06-03 07:40,5139.13
2025-06-03/0750.tar,2025-06-03 07:50,3971.99
2025-06-03/0800.tar,2025-06-03 08:00,1600.1
2025-06-03/0810.tar,2025-06-03 08:10,888.21
2025-06-03/0820.tar,2025-06-03 08:20,764.96
2025-06-03/0830.tar,2025-06-03 08:30,3536.92
2025-06-03/0840.tar,2025-06-03 08:40,6637.52
2025-06-03/0850.tar,2025-06-03 08:50,6659.27
2025-06-03/0900.tar,2025-06-03 09:00,7240.33
2025-06-03/0910.tar,2025-06-03 09:10,5787.92
2025-06-03/0920.tar,2025-06-03 09:20,6550.46
2025-06-03/0930.tar,2025-06-03 09:30,6389.87
2025-06-03/0940.tar,2025-06-03 09:40,6145.81
2025-06-03/0950.tar,2025-06-03 09:50,7367.81
2025-06-03/1000.tar,2025-06-03 10:00,7142.82
2025-06-03/1010.tar,2025-06-03 10:10,8552.5
2025-06-03/1020.tar,2025-06-03 10:20,7329.36
2025-06-03/1030.tar,2025-06-03 10:30,7205.04
2025-06-03/1040.tar,2025-06-03 10:40,6734.43
2025-06-03/1050.tar,2025-06-03 10:50,6326.12
2025-06-03/1100.tar,2025-06-03 11:00,8240.39
2025-06-03/1110.tar,2025-06-03 11:10,6234.97
2025-06-03/1120.tar,2025-06-03 11:20,7256.56
2025-06-03/1130.tar,2025-06-03 11:30,6682.51
2025-06-03/1140.tar,2025-06-03 11:40,7329.65
2025-06-03/1150.tar,2025-06-03 11:50,7107.38
2025-06-03/1200.tar,2025-06-03 12:00,2548.28
2025-06-03/1210.tar,2025-06-03 12:10,3391.98
2025-06-03/1220.tar,2025-06-03 12:20,3109.37
2025-06-03/1230.tar,2025-06-03 12:30,1561.76
2025-06-03/1240.tar,2025-06-03 12:40,2362.21
2025-06-03/1250.tar,2025-06-03 12:50,3519.98
2025-06-03/1300.tar,2025-06-03 13:00,3670.14
2025-06-03/1310.tar,2025-06-03 13:10,2653.75
2025-06-03/1320.tar,2025-06-03 13:20,1306.14
2025-06-03/1330.tar,2025-06-03 13:30,7680.27
2025-06-03/1340.tar,2025-06-03 13:40,10682.52
2025-06-03/1350.tar,2025-06-03 13:50,8977.17
2025-06-03/1400.tar,2025-06-03 14:00,6507.87
2025-06-03/1410.tar,2025-06-03 14:10,7035.71
2025-06-03/1420.tar,2025-06-03 14:20,1890.15
2025-06-03/1430.tar,2025-06-03 14:30,1546.26
2025-06-03/1440.tar,2025-06-03 14:40,3188.53
2025-06-03/1450.tar,2025-06-03 14:50,4086.56
2025-06-03/1500.tar,2025-06-03 15:00,4706.7
2025-06-03/1510.tar,2025-06-03 15:10,4683.73
2025-06-03/1520.tar,2025-06-03 15:20,5790.56
2025-06-03/1530.tar,2025-06-03 15:30,4909.72
2025-06-03/1540.tar,2025-06-03 15:40,3168.19
2025-06-03/1550.tar,2025-06-03 15:50,1596.93
2025-06-03/1600.tar,2025-06-03 16:00,5001.76
2025-06-03/1610.tar,2025-06-03 16:10,4776.26
2025-06-03/1620.tar,2025-06-03 16:20,4772.02
2025-06-03/1630.tar,2025-06-03 16:30,4457.78
2025-06-03/1640.tar,2025-06-03 16:40,1965.09
2025-06-03/1650.tar,2025-06-03 16:50,2244.1
2025-06-03/1700.tar,2025-06-03 17:00,1463.3
2025-06-03/1710.tar,2025-06-03 17:10,3909.04
2025-06-03/1720.tar,2025-06-03 17:20,8025.94
2025-06-03/1730.tar,2025-06-03 17:30,8436.42
2025-06-03/1740.tar,2025-06-03 17:40,6913.57
2025-06-03/1750.tar,2025-06-03 17:50,12163.48
2025-06-03/1800.tar,2025-06-03 18:00,2256.78
2025-06-03/1810.tar,2025-06-03 18:10,2106.05
2025-06-03/1820.tar,2025-06-03 18:20,2708.83
2025-06-03/1830.tar,2025-06-03 18:30,1787.29
2025-06-03/1840.tar,2025-06-03 18:40,3671.65
2025-06-03/1850.tar,2025-06-03 18:50,2029.38
2025-06-03/1900.tar,2025-06-03 19:00,2301.62
2025-06-03/1910.tar,2025-06-03 19:10,3107.01
2025-06-03/1920.tar,2025-06-03 19:20,4533.31
2025-06-03/1930.tar,2025-06-03 19:30,5599.16
2025-06-03/1940.tar,2025-06-03 19:40,5239.37
2025-06-03/1950.tar,2025-06-03 19:50,5875.91
2025-06-03/2000.tar,2025-06-03 20:00,4958.91
2025-06-03/2010.tar,2025-06-03 20:10,5320.52
2025-06-03/2020.tar,2025-06-03 20:20,3725.86
2025-06-03/2030.tar,2025-06-03 20:30,5724.98
2025-06-03/2040.tar,2025-06-03 20:40,8103.07
2025-06-03/2050.tar,2025-06-03 20:50,7486.2
2025-06-03/2100.tar,2025-06-03 21:00,7988.1
2025-06-03/2110.tar,2025-06-03 21:10,6864.36
2025-06-03/2120.tar,2025-06-03 21:20,7089.53
2025-06-03/2130.tar,2025-06-03 21:30,7293.83
2025-06-03/2140.tar,2025-06-03 21:40,6736.44
2025-06-03/2150.tar,2025-06-03 21:50,5782.62
2025-06-03/2200.tar,2025-06-03 22:00,5536.95
2025-06-03/2210.tar,2025-06-03 22:10,6206.98
2025-06-03/2220.tar,2025-06-03 22:20,5645.33
2025-06-03/2230.tar,2025-06-03 22:30,5805.47
2025-06-03/2240.tar,2025-06-03 22:40,6614.54
2025-06-03/2250.tar,2025-06-03 22:50,6107.2
2025-06-03/2300.tar,2025-06-03 23:00,5384.61
2025-06-03/2310.tar,2025-06-03 23:10,5113.21
2025-06-03/2320.tar,2025-06-03 23:20,5237.57
2025-06-03/2330.tar,2025-06-03 23:30,5546.34
2025-06-03/2340.tar,2025-06-03 23:40,5111.28
2025-06-03/2350.tar,2025-06-03 23:50,5230.86
2025-06-04/0000.tar,2025-06-04 00:00,5243.69
2025-06-04/0010.tar,2025-06-04 00:10,4856.4
2025-06-04/0020.tar,2025-06-04 00:20,2300.15
2025-06-04/0030.tar,2025-06-04 00:30,2217.5
2025-06-04/0040.tar,2025-06-04 00:40,2620.24
2025-06-04/0050.tar,2025-06-04 00:50,2323.78
2025-06-04/0100.tar,2025-06-04 01:00,2071.92
2025-06-04/0110.tar,2025-06-04 01:10,1833.88
2025-06-04/0120.tar,2025-06-04 01:20,1561.02
2025-06-04/0130.tar,2025-06-04 01:30,1415.7
2025-06-04/0140.tar,2025-06-04 01:40,1635.79
2025-06-04/0150.tar,2025-06-04 01:50,1568.8
2025-06-04/0200.tar,2025-06-04 02:00,2577.64
2025-06-04/0210.tar,2025-06-04 02:10,4984.17
2025-06-04/0220.tar,2025-06-04 02:20,5152.32
2025-06-04/0230.tar,2025-06-04 02:30,3249.89
2025-06-04/0240.tar,2025-06-04 02:40,1298.52
2025-06-04/0250.tar,2025-06-04 02:50,2502.09
2025-06-04/0300.tar,2025-06-04 03:00,1230.25
2025-06-04/0310.tar,2025-06-04 03:10,1241.03
2025-06-04/0320.tar,2025-06-04 03:20,1210.08
2025-06-04/0330.tar,2025-06-04 03:30,1145.42
2025-06-04/0340.tar,2025-06-04 03:40,1163.02
2025-06-04/0350.tar,2025-06-04 03:50,2953.96
2025-06-04/0400.tar,2025-06-04 04:00,1262.81
2025-06-04/0410.tar,2025-06-04 04:10,1274.18
2025-06-04/0420.tar,2025-06-04 04:20,1343.48
2025-06-04/0430.tar,2025-06-04 04:30,1372.55
2025-06-04/0440.tar,2025-06-04 04:40,1270.45
2025-06-04/0450.tar,2025-06-04 04:50,1186.01
2025-06-04/0500.tar,2025-06-04 05:00,1283.62
2025-06-04/0510.tar,2025-06-04 05:10,4181.44
2025-06-04/0520.tar,2025-06-04 05:20,5110.26
2025-06-04/0530.tar,2025-06-04 05:30,5246.63
2025-06-04/0540.tar,2025-06-04 05:40,3863.05
2025-06-04/0550.tar,2025-06-04 05:50,2338.16
2025-06-04/0600.tar,2025-06-04 06:00,2436.16
2025-06-04/0610.tar,2025-06-04 06:10,2517.9
2025-06-04/0620.tar,2025-06-04 06:20,2542.68
2025-06-04/0630.tar,2025-06-04 06:30,2439.65
2025-06-04/0640.tar,2025-06-04 06:40,2496.03
2025-06-04/0650.tar,2025-06-04 06:50,2487.4
2025-06-04/0700.tar,2025-06-04 07:00,2426.79
2025-06-04/0710.tar,2025-06-04 07:10,2350.83
2025-06-04/0720.tar,2025-06-04 07:20,2138.5
2025-06-04/0730.tar,2025-06-04 07:30,4500.64
2025-06-04/0740.tar,2025-06-04 07:40,3424.85
2025-06-04/0750.tar,2025-06-04 07:50,3357.98
2025-06-04/0800.tar,2025-06-04 08:00,4851.46
2025-06-04/0810.tar,2025-06-04 08:10,2173.07
2025-06-04/0820.tar,2025-06-04 08:20,2033.09
2025-06-04/0830.tar,2025-06-04 08:30,2194.09
2025-06-04/0840.tar,2025-06-04 08:40,2215.49
2025-06-04/0850.tar,2025-06-04 08:50,2145.17
2025-06-04/0900.tar,2025-06-04 09:00,2053.99
2025-06-04/0910.tar,2025-06-04 09:10,1611.27
2025-06-04/0920.tar,2025-06-04 09:20,1077.85
2025-06-04/0930.tar,2025-06-04 09:30,831.71
2025-06-04/0940.tar,2025-06-04 09:40,686.14
2025-06-04/0950.tar,2025-06-04 09:50,578.24
2025-06-04/1000.tar,2025-06-04 10:00,1924.2
2025-06-04/1010.tar,2025-06-04 10:10,4801.68
2025-06-04/1020.tar,2025-06-04 10:20,5006.19
2025-06-04/1030.tar,2025-06-04 10:30,5002.6
2025-06-04/1040.tar,2025-06-04 10:40,1488.2
2025-06-04/1050.tar,2025-06-04 10:50,923.01
2025-06-04/1100.tar,2025-06-04 11:00,1038.84
2025-06-04/1110.tar,2025-06-04 11:10,1130.2
2025-06-04/1120.tar,2025-06-04 11:20,1267.1
2025-06-04/1130.tar,2025-06-04 11:30,1284.64
2025-06-04/1140.tar,2025-06-04 11:40,1196.17
2025-06-04/1150.tar,2025-06-04 11:50,1279.87
2025-06-04/1200.tar,2025-06-04 12:00,1334.31
2025-06-04/1210.tar,2025-06-04 12:10,4696.01
2025-06-04/1220.tar,2025-06-04 12:20,4894.35
2025-06-04/1230.tar,2025-06-04 12:30,4426.58
2025-06-04/1240.tar,2025-06-04 12:40,1799.9
2025-06-04/1250.tar,2025-06-04 12:50,2571.97
2025-06-04/1300.tar,2025-06-04 13:00,968.32
2025-06-04/1310.tar,2025-06-04 13:10,763.66
2025-06-04/1320.tar,2025-06-04 13:20,708.44
2025-06-04/1330.tar,2025-06-04 13:30,602.6
2025-06-04/1340.tar,2025-06-04 13:40,566.95
2025-06-04/1350.tar,2025-06-04 13:50,516.33
2025-06-04/1400.tar,2025-06-04 14:00,489.42
2025-06-04/1410.tar,2025-06-04 14:10,497.07
2025-06-04/1420.tar,2025-06-04 14:20,504.23
2025-06-04/1430.tar,2025-06-04 14:30,420.16
2025-06-04/1440.tar,2025-06-04 14:40,2493.17
2025-06-04/1450.tar,2025-06-04 14:50,917.16
2025-06-04/1500.tar,2025-06-04 15:00,2244.49
2025-06-04/1510.tar,2025-06-04 15:10,379.59
2025-06-04/1520.tar,2025-06-04 15:20,279.83
2025-06-04/1530.tar,2025-06-04 15:30,199.08
2025-06-04/1540.tar,2025-06-04 15:40,151.56
